Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Immunoglobulina di coniglio antitimociti umani;IMMUNOGLOBULINA DI CONIGLIO ANTITIMOCITI UMANI 25MG 5ML 1 UNITA' USO PARENTERALE;THYMOGLOBULINE*1 flaconcino EV 25 mg 5 ml;311,18;188,55;-;GENZYME EUROPE B.V.;033177027;AUK;
Tirotropina;TIROTROPINA 0,9MG 1ML 2 UNITA' USO PARENTERALE;THYROGEN*2 fiale IM 0,9 mg 1 ml;1073,12;650,22;-;SANOFI WINTHROP INDUSTRIE;034716023;BMP;
Ivosidenib;IVOSIDENIB 250MG 60 UNITA' USO ORALE;TIBSOVO*60 cpr riv 250 mg flacone;20555,06;12454,50;-;LES LABORATOIRES SERVIER;050710019;NQD;
Tigeciclina;TIGECICLINA 50MG 5ML 10 UNITA' USO PARENTERALE;TIGECICLINA*10 flaconcini 5 ml 50 mg;543,34;329,21;-;MYLAN SpA;044987028;BMK;
Tigeciclina;TIGECICLINA 50MG 5ML 10 UNITA' USO PARENTERALE;TIGECICLINA*10 flaconcini 5 ml 50 mg;543,34;329,21;-;TEVA ITALIA Srl;045205022;BMK;
Tigeciclina;TIGECICLINA 50MG 5ML 10 UNITA' USO PARENTERALE;TIGECICLINA*10 flaconcini polv EV 50 mg;543,34;329,21;-;HIKMA FARMACEUTICA S.A.;048826022;BMK;
Glutatione;GLUTATIONE 2.400MG 25ML 1 UNITA' USO PARENTERALE;TIOREDOX*1 flacone soluz infus 2,4 g + 1 flacone solv 25 ml;7,56;4,59;-;BIOMEDICA FOSCAMA IND.CH.F.SpA;028850028;FGE;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;TIOTEPA*1 flaconcino EV 100 mg polvere;893,54;541,41;-;SEACROSS PHARMA EUROPE LTD;051337020;CLF;
Tiotepa;TIOTEPA 15MG 1,5ML 1 UNITA' USO PARENTERALE;TIOTEPA*1 flaconcino EV 15 mg polvere;148,06;89,71;-;SEACROSS PHARMA EUROPE LTD;051337018;CLG;
Tiotepa;TIOTEPA 100MG 10ML 1 UNITA' USO PARENTERALE;TIOTEPA*1 flaconcino polv INFUS EV 100 mg;893,54;541,41;-;FRESENIUS KABI ITALIA Srl;050587029;CLF;
Tiotepa;TIOTEPA 15MG 1,5ML 1 UNITA' USO PARENTERALE;TIOTEPA*1 flaconcino polv INFUS EV 15 mg;148,06;89,71;-;FRESENIUS KABI ITALIA Srl;050587017;CLG;
Tirofiban;TIROFIBAN 12,5MG 250ML 1 UNITA' USO PARENTERALE;TIROFIBAN*1 sacca infus 250 ml 50 mcg/ml;184,03;111,51;-;IBIGEN Srl;042492013;HRC;
Fibrinogeno/Aprotinina/Trombina Umana/Calcio Cloruro/Fattore XIII;FIBRINOGENO+APROTININA+TROMBINA UMANA+CALCIO CLORURO+FATTORE XIII 2ML 1 UNITA' ADESIVO TISSUTALE;TISSEEL*adesivo tissutale 1 siringa 1 ml soluz proteine coagulabili + 1 ml soluz trombina + set;167,68;101,60;-;BAXTER SpA;025243179;AQI;
Fibrinogeno/Aprotinina/Trombina Umana/Calcio Cloruro/Fattore XIII;FIBRINOGENO+APROTININA+TROMBINA UMANA+CALCIO CLORURO+FATTORE XIII 4ML 1 UNITA' ADESIVO TISSUTALE;TISSEEL*adesivo tissutale 1 siringa 2 ml soluz proteine coagulabili + 2 ml soluz trombina + set;296,38;179,58;-;BAXTER SpA;025243181;AQJ;
Fibrinogeno/Aprotinina/Trombina Umana/Calcio Cloruro/Fattore XIII;FIBRINOGENO+APROTININA+TROMBINA UMANA+CALCIO CLORURO+FATTORE XIII 10ML 1 UNITA' ADESIVO TISSUTALE;TISSEEL*adesivo tissutale 1 siringa 5 ml soluz proteine coagulabili + 5 ml soluz trombina + set;754,82;457,35;-;BAXTER SpA;025243193;AQH;
Dolutegravir;DOLUTEGRAVIR 10MG 30 UNITA' USO ORALE;TIVICAY*30 cpr riv 10 mg flacone;180,16;109,16;-;VIIV HEALTHCARE BV;043195039;KOZ;
Dolutegravir;DOLUTEGRAVIR 25MG 30 UNITA' USO ORALE;TIVICAY*30 cpr riv 25 mg flacone;450,41;272,91;-;VIIV HEALTHCARE BV;043195054;KPB;
Dolutegravir;DOLUTEGRAVIR 50MG 30 UNITA' USO ORALE;TIVICAY*30 cpr riv 50 mg flacone;900,79;545,80;-;VIIV HEALTHCARE BV;043195015;IZD;
Dolutegravir;DOLUTEGRAVIR 5MG 60 UNITA' USO ORALE;TIVICAY*60 cpr dispers 5 mg flacone + bicchierino dosatore + siringa per uso orale;180,16;109,16;-;VIIV HEALTHCARE BV;043195078;MJM;
Alitretinoina;ALITRETINOINA 10MG 30 UNITA' USO ORALE;TOCTINO*30 cps molli 10 mg;616,65;373,64;-;STIEFEL LAB.LEGACY  ;038849016;ACY;
Alitretinoina;ALITRETINOINA 30MG 30 UNITA' USO ORALE;TOCTINO*30 cps molli 30 mg;616,65;373,64;-;STIEFEL LAB.LEGACY  ;038849030;ACZ;
Tolvaptan;TOLVAPTAN 15MG 10 UNITA' USO ORALE;TOLVAPTAN*10 cpr 15 mg;871,35;527,96;-;TEVA B.V.;050446057;TAF;
Tolvaptan;TOLVAPTAN 30MG 10 UNITA' USO ORALE;TOLVAPTAN*10 cpr 30 mg;871,35;527,96;-;TEVA B.V.;050446172;TAG;
Tolvaptan;TOLVAPTAN 15MG 10 UNITA' USO ORALE;TOLVAPTAN*10x1 cpr 15 mg;871,35;527,96;-;ACCORD HEALTHCARE SLU;050637065;TAF;
Tolvaptan;TOLVAPTAN 30MG 10 UNITA' USO ORALE;TOLVAPTAN*10x1 cpr 30 mg;871,35;527,96;-;ACCORD HEALTHCARE SLU;050637103;TAG;
Tolvaptan;TOLVAPTAN 7,5MG 10 UNITA' USO ORALE;TOLVAPTAN*10x1 cpr 7,5 mg;871,35;527,96;-;ACCORD HEALTHCARE SLU;050637026;LTQ;
Raltitrexed;RALTITREXED 2MG 1 UNITA' USO PARENTERALE;TOMUDEX*1 flacone polv EV 2 mg;261,60;118,90;-;PFIZER ITALIA Srl;031251010;BIZ;
Padeliporfina;PADELIPORFINA 183MG 1 UNITA' USO PARENTERALE;TOOKAD*1 flaconcino EV polvere 183 mg;7014,19;4250,00;-;STEBA BIOTECH S.A.;045774015;KOT;
Padeliporfina;PADELIPORFINA 366MG 1 UNITA' USO PARENTERALE;TOOKAD*1 flaconcino EV polvere 366 mg;14028,39;8500,00;-;STEBA BIOTECH S.A.;045774027;KQU;
Topotecan;TOPOTECAN 4MG 4ML 1 UNITA' USO PARENTERALE;TOPOTECAN*1 flaconcino infus 4 mg 4 ml;156,23;94,67;-;ACCORD HEALTHCARE SLU;040877033;IMZ;
Topotecan;TOPOTECAN 4MG 4ML 5 UNITA' USO PARENTERALE;TOPOTECAN*5 flaconcini EV 4 mg 4 ml;1261,98;764,66;-;PFIZER EUROPE MA EEIG;040327025;BMZ;
Temsirolimus;TEMSIROLIMUS 30MG 1,8ML 1 UNITA' USO PARENTERALE;TORISEL*1 flaconcino EV 30 mg + 1 flaconcino solv 1,8 ml;1468,64;889,87;-;PFIZER EUROPE MA EEIG;038327019;BLY;
Ceftazidima;CEFTAZIDIMA 2.000MG 1 UNITA' USO PARENTERALE EV;TOTTIZIM*1 flaconcino EV 2 g;19,92;12,07;-;SO.SE.PHARM Srl;036501043;AHR;
Ceftazidima;CEFTAZIDIMA 1.000MG 1 UNITA' USO PARENTERALE EV;TOTTIZIM*1 flacone EV 1 g + 1 fiala solv 10 ml;9,37;5,68;-;SO.SE.PHARM Srl;036501031;AHP;
Trabectedina;TRABECTEDINA 0,25MG 1 UNITA' USO PARENTERALE;TRABECTEDINA*1 flaconcino EV 0,25 mg polv;552,61;334,83;-;SUN PHARMACEUTICAL IND.EU.B.V.;049506013;BNR;
Trabectedina;TRABECTEDINA 0,25MG 1 UNITA' USO PARENTERALE;TRABECTEDINA*1 flaconcino EV 0,25 mg polv;552,61;334,83;-;TEVA B.V.;049829017;BNR;
Trabectedina;TRABECTEDINA 0,25MG 1 UNITA' USO PARENTERALE;TRABECTEDINA*1 flaconcino EV 0,25 mg polv;552,61;334,83;-;EVER VALINJECT GMBH;050566013;BNR;
Trabectedina;TRABECTEDINA 1MG 1 UNITA' USO PARENTERALE;TRABECTEDINA*1 flaconcino EV 1 mg polv;2079,03;1259,71;-;SUN PHARMACEUTICAL IND.EU.B.V.;049506025;BNS;
Trabectedina;TRABECTEDINA 1MG 1 UNITA' USO PARENTERALE;TRABECTEDINA*1 flaconcino EV 1 mg polv;2079,03;1259,71;-;TEVA B.V.;049829029;BNS;
Trabectedina;TRABECTEDINA 1MG 1 UNITA' USO PARENTERALE;TRABECTEDINA*1 flaconcino EV 1 mg polv;2079,03;1259,71;-;EVER VALINJECT GMBH;050566025;BNS;
Trabectedina;TRABECTEDINA 0,25MG 1 UNITA' USO PARENTERALE;TRABECTEDINA*1 flaconcino INFUS EV 0,25 mg polv;552,61;334,83;-;EG SpA;050870017;BNR;
Trabectedina;TRABECTEDINA 1MG 1 UNITA' USO PARENTERALE;TRABECTEDINA*1 flaconcino INFUS EV 1 mg polv;2079,03;1259,71;-;EG SpA;050870029;BNS;
Bosentan;BOSENTAN 32MG 56 UNITA' USO ORALE;TRACLEER*56 cpr dispers 32 mg;3655,22;2214,74;-;JANSSEN CILAG INTERNAT.N.V.;035609066;AGK;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;TRACTOCILE*1 fiala EV 0,9 ml 6,75 mg/0,9 ml;37,91;22,97;-;FERRING PHARMACEUTICALS A/S;035026018;AEW;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;TRACTOCILE*1 flacone EV 5 ml 37,5 mg/5 ml;118,26;71,65;-;FERRING PHARMACEUTICALS A/S;035026020;AEV;
Danaparoid;DANAPAROID 750UI 0,6ML 10 UNITA' USO PARENTERALE;TRALEUSIN*10 fiale SC EV 0,6 ml 750 U anti Xa;920,74;557,89;-;VIATRIS ITALIA Srl;045957014;MBZ;
Ataluren;ATARULEN 1000MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 1.000 mg;38155,92;23119,20;-;PTC THERAPEUTICS INTERNAT.LTD;043535032;JVD;
Ataluren;ATARULEN 125MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 125 mg;4769,49;2889,90;-;PTC THERAPEUTICS INTERNAT.LTD;043535018;JUZ;
Ataluren;ATARULEN 250MG 30 UNITA' USO ORALE;TRANSLARNA*orale grat 30 bust 250 mg;9538,98;5779,80;-;PTC THERAPEUTICS INTERNAT.LTD;043535020;JVC;
Trastuzumab;TRASTUZUMAB 150MG 1 UNITA' USO PARENTERALE;TRAZIMERA*1 flacone polv EV 150 mg;763,10;462,37;-;PFIZER EUROPE MA EEIG;046922011;BNT;
Trastuzumab;TRASTUZUMAB 420MG 1 UNITA' USO PARENTERALE;TRAZIMERA*1 flacone polv EV 420 mg;2136,68;1294,64;-;PFIZER EUROPE MA EEIG;046922023;KOC;
Guselkumab;GUSELKUMAB 100MG 1ML 1 UNITA' USO PARENTERALE;TREMFYA*1 penna preriempita SC 100 mg/ml 1 ml;3404,74;2062,98;-;JANSSEN CILAG INTERNAT.N.V.;045772023;KOS;
Guselkumab;GUSELKUMAB 100MG 1ML 1 UNITA' USO PARENTERALE;TREMFYA*1 siringa preriempita SC 100 mg/ml 1 ml;3404,74;2062,98;-;JANSSEN CILAG INTERNAT.N.V.;045772011;KOS;
Treprostinil;TREPROSTINIL 20MG 20ML 1 UNITA' USO PARENTERALE;TREPROSTINIL*1 flaconcino EV SC 20 ml 1 mg/ml;3232,19;1958,43;-;DR. REDDY'S Srl;046546014;BNW;
Treprostinil;TREPROSTINIL 200MG 20ML 1 UNITA' USO PARENTERALE;TREPROSTINIL*1 flaconcino EV SC 20 ml 10 mg/ml;32321,85;19584,25;-;DR. REDDY'S Srl;046546040;BNV;
Treprostinil;TREPROSTINIL 50MG 20ML 1 UNITA' USO PARENTERALE;TREPROSTINIL*1 flaconcino EV SC 20 ml 2,5 mg/ml;8080,46;4896,06;-;DR. REDDY'S Srl;046546026;BNX;
Treprostinil;TREPROSTINIL 50MG 20ML 1 UNITA' USO PARENTERALE;TREPROSTINIL*1 flaconcino EV SC 20 ml 2,5 mg/ml;8080,46;4896,06;-;TILLOMED ITALIA Srl;047472028;BNX;
Treprostinil;TREPROSTINIL 100MG 20ML 1 UNITA' USO PARENTERALE;TREPROSTINIL*1 flaconcino EV SC 20 ml 5 mg/ml;16160,93;9792,13;-;DR. REDDY'S Srl;046546038;BNU;
Treprostinil;TREPROSTINIL 10MG 10ML 1 UNITA' USO PARENTERALE;TREPULMIX*1 flaconcino SC 10 ml 1 mg/ml;2308,70;1398,88;-;SCIPHARM SARL;048724013;LRY;
Treprostinil;TREPROSTINIL 100MG 10ML 1 UNITA' USO PARENTERALE;TREPULMIX*1 flaconcino SC 10 ml 10 mg/ml;23087,45;13989,01;-;SCIPHARM SARL;048724049;LRZ;
Treprostinil;TREPROSTINIL 25MG 10ML 1 UNITA' USO PARENTERALE;TREPULMIX*1 flaconcino SC 10 ml 2,5 mg/ml;5771,76;3497,19;-;SCIPHARM SARL;048724025;LSB;
Treprostinil;TREPROSTINIL 50MG 10ML 1 UNITA' USO PARENTERALE;TREPULMIX*1 flaconcino SC 10 ml 5 mg/ml;11543,52;6994,38;-;SCIPHARM SARL;048724037;LSC;
Treprostinil;TREPROSTINIL 10MG 10ML 1 UNITA' USO PARENTERALE;TRESUVI*1 flaconcino soluz infus 10 ml 1 mg/ml;1576,92;955,48;-;ORPHA-DEVEL HANDELS VERTRIEBS;049207018;LRY;
Treprostinil;TREPROSTINIL 100MG 10ML 1 UNITA' USO PARENTERALE;TRESUVI*1 flaconcino soluz infus 10 ml 10 mg/ml;15769,18;9554,77;-;ORPHA-DEVEL HANDELS VERTRIEBS;049207044;LRZ;
Treprostinil;TREPROSTINIL 25MG 10ML 1 UNITA' USO PARENTERALE;TRESUVI*1 flaconcino soluz infus 10 ml 2,5 mg/ml;3942,30;2388,69;-;ORPHA-DEVEL HANDELS VERTRIEBS;049207020;LSB;
Treprostinil;TREPROSTINIL 50MG 10ML 1 UNITA' USO PARENTERALE;TRESUVI*1 flaconcino soluz infus 10 ml 5 mg/ml;7884,59;4777,39;-;ORPHA-DEVEL HANDELS VERTRIEBS;049207032;LSC;
Paliperidone;PALIPERIDONE 175MG 1 UNITA' USO PARENTERALE RP;TREVICTA*1 siringa preriempita IM 175 mg 0,875 ml 200 mg/ml rilascio prolungato + 2 aghi;1011,90;613,11;-;JANSSEN CILAG INTERNAT.N.V.;043799079;JYL;
Paliperidone;PALIPERIDONE 263MG 1 UNITA' USO PARENTERALE RP;TREVICTA*1 siringa preriempita IM 263 mg 1,315 ml 200 mg/ml rilascio prolungato + 2 aghi;1305,69;791,13;-;JANSSEN CILAG INTERNAT.N.V.;043799081;JYM;
Paliperidone;PALIPERIDONE 350MG 1 UNITA' USO PARENTERALE RP;TREVICTA*1 siringa preriempita IM 350 mg 1,750 ml 200 mg/ml rilascio prolungato + 2 aghi;1632,11;988,91;-;JANSSEN CILAG INTERNAT.N.V.;043799093;JYN;
Paliperidone;PALIPERIDONE 525MG 1 UNITA' USO PARENTERALE RP;TREVICTA*1 siringa preriempita IM 525 mg 2,625 ml 200 mg/ml rilascio prolungato + 2 aghi;2040,13;1236,14;-;JANSSEN CILAG INTERNAT.N.V.;043799105;JYO;
Nitroglicerina;NITROGLICERINA 5MG 1,5ML 10 UNITA' USO PARENTERALE;TRINITRINA*10 fiale EV 5 mg 1,5 ml;26,01;11,83;-;ACARPIA FARMACEUTICI Srl;006035024;BFO;
Nitroglicerina;NITROGLICERINA 50MG 50ML 5 UNITA' USO PARENTERALE;TRINITRINA*5 flaconi EV 50 mg 50 ml;79,76;36,25;-;ACARPIA FARMACEUTICI Srl;006035051;BFN;
Arsenico triossido;ARSENICO TRIOSSIDO 10MG 10ML 10 UNITA' USO PARENTERALE;TRIOSSIDO DI ARSENICO*10 fiale EV 10 ml 1 mg/ml;3944,48;2390,01;-;ACCORD HEALTHCARE SLU;048338038;BUW;
Arsenico triossido;ARSENICO TRIOSSIDO 10MG 10ML 10 UNITA' USO PARENTERALE;TRIOSSIDO DI ARSENICO*10 fiale EV 10 ml 1 mg/ml;3944,48;2390,01;-;MEDAC GMBH;049056017;BUW;
Arsenico triossido;ARSENICO TRIOSSIDO 12MG 6ML 10 UNITA' USO PARENTERALE;TRISENOX*10 flaconcini EV 12 mg 6 ml 2 mg/ml con SLEEVE;5634,96;3414,30;-;TEVA B.V.;035712025;LUW;
Dolutegravir/Abacavir/Lamivudina;DOLUTEGRAVIR+ABACAVIR+LAMIVUDINA 50+600+300MG 30 UNITA' USO ORALE;TRIUMEQ*30 cpr riv 50 mg + 600 mg + 300 mg flacone;1185,28;718,00;-;VIIV HEALTHCARE BV;043618014;CXB;
Dolutegravir/Abacavir/Lamivudina;DOLUTEGRAVIR+ABACAVIR+LAMIVUDINA 5+60+30MG 90 UNITA' USO ORALE;TRIUMEQ*90 cpr disp 5 mg + 60 mg + 30 mg flacone;355,50;215,40;-;VIIV HEALTHCARE BV;043618038;NOX;
Sacituzumab govitecan;SACITUZUMAB GOVITECAN 200MG 1 UNITA' USO PARENTERALE;TRODELVY*1 flaconcino polv EV 200 mg;1536,25;930,84;-;GILEAD SCIENCES IRELAND UC;049780012;MAL;
Emtricitabina/tenofovir disoproxil;EMTRICITABINA+TENOFOVIR DISOPROXIL 200+245MG 30 UNITA' USO ORALE;TRUVADA*30 cpr riv 200 mg + 245 mg;677,72;410,64;-;GILEAD SCIENCES IRELAND UC;036716013;AMU;
Rituximab;RITUXIMAB 500MG 50ML 1 UNITA' USO PARENTERALE;TRUXIMA*1 flaconcino INFUS EV 500 mg 50 ml 10 mg/ml;1653,59;1001,93;-;CELLTRION HEALTHCARE HUNG.KFT;045266018;BJM;
Rituximab;RITUXIMAB 100MG 10ML 2 UNITA' USO PARENTERALE;TRUXIMA*2 flaconcini INFUS EV 100 mg 10 ml 10 mg/ml;661,56;400,84;-;CELLTRION HEALTHCARE HUNG.KFT;045266020;BJL;
Tucatinib;TUCATINIB 150MG 84 UNITA' USO ORALE;TUKYSA*84 cpr riv 150 mg;9054,78;5486,41;-;PFIZER EUROPE MA EEIG;049361025;LWG;
Tucatinib;TUCATINIB 50MG 88 UNITA' USO ORALE;TUKYSA*88 cpr riv 50 mg;3161,90;1915,84;-;PFIZER EUROPE MA EEIG;049361013;LWF;
Tocilizumab;TOCILIZUMAB 200MG 10ML 1 UNITA' USO PARENTERALE;TYENNE*1 flaconcino EV 20 mg/ml 10 ml;423,55;256,63;-;FRESENIUS KABI DEUTSCH.GMBH;050880032;BMQ;
Tocilizumab;TOCILIZUMAB 400MG 20ML 1 UNITA' USO PARENTERALE;TYENNE*1 flaconcino EV 20 mg/ml 20 ml;847,11;513,27;-;FRESENIUS KABI DEUTSCH.GMBH;050880057;BMS;
Tocilizumab;TOCILIZUMAB 80MG 4ML 1 UNITA' USO PARENTERALE;TYENNE*1 flaconcino EV 20 mg/ml 4 ml;169,41;102,65;-;FRESENIUS KABI DEUTSCH.GMBH;050880018;BMU;
Tocilizumab;TOCILIZUMAB 162MG 0,9ML 4 UNITA' USO PARENTERALE;TYENNE*4 penne SC 162 mg 0,9 ml;1185,29;718,18;-;FRESENIUS KABI DEUTSCH.GMBH;050880119;IZC;
Tocilizumab;TOCILIZUMAB 162MG 0,9ML 4 UNITA' USO PARENTERALE;TYENNE*4 siringhe SC 162 mg 0,9 ml;1185,29;718,18;-;FRESENIUS KABI DEUTSCH.GMBH;050880083;IZC;
Tigeciclina;TIGECICLINA 50MG 5ML 10 UNITA' USO PARENTERALE;TYGACIL*10 flaconi EV 5 ml 50 mg;810,96;491,37;-;PFIZER EUROPE MA EEIG;037046012;BMK;
Natalizumab;NATALIZUMAB 300MG 15ML 1 UNITA' USO PARENTERALE;TYRUKO*1 flaconcino EV 300 mg 15 ml 20 mg/ml;2144,87;1299,60;-;SANDOZ GMBH;050762018;BEW;
Natalizumab;NATALIZUMAB 300MG 15ML 1 UNITA' USO PARENTERALE;TYSABRI*1 flaconcino EV 300 mg 15 ml;2681,09;1624,50;-;BIOGEN NETHERLANDS B.V.;037150012;BEW;
Natalizumab;NATALIZUMAB 150MG 1ML 2 UNITA' USO PARENTERALE;TYSABRI*2 siringhe preriempite SC 1 ml 150 mg/ml;2681,09;1624,50;-;BIOGEN NETHERLANDS B.V.;037150024;LPW;
Lapatinib;LAPATINIB 250MG 70 UNITA' USO ORALE;TYVERB*70 cpr riv 250 mg flacone;1824,63;1105,56;-;NOVARTIS EUROPHARM LTD;038633044;BCJ;
Lapatinib;LAPATINIB 250MG 84 UNITA' USO ORALE;TYVERB*84 cpr riv 250 mg flacone;2189,56;1326,68;-;NOVARTIS EUROPHARM LTD;038633069;BCK;
Ravulizumab;RAVULIZUMAB 100MG/ML 11ML 1 UNITA' USO PARENTERALE;ULTOMIRIS*1 flaconcino EV 11 ml 100 mg/ml;27406,55;16606,00;-;ALEXION EUROPE Sas;048059036;LSV;
Ravulizumab;RAVULIZUMAB 100MG/ML 3ML 1 UNITA' USO PARENTERALE;ULTOMIRIS*1 flaconcino EV 3 ml 100 mg/ml;7474,51;4528,91;-;ALEXION EUROPE Sas;048059024;LSW;
Fattore II/Fattore IX/Fattore X della coagulazione;FATTORE II+FATTORE IX+FATTORE X DELLA COAGULAZIONE 500UI 1 UNITA' USO PARENTERALE;UMANCOMPLEX*1 flacone EV 500 Unita' Internazionali + 1 fiala solv 20 ml;208,13;126,11;155,11;KEDRION SpA;023309103;JQA;
Propofol;PROPOFOL 500MG 50ML 1 UNITA' USO PARENTERALE;UNIFOL*1 flaconcino 50 ML 10 mg/ml;12,55;7,61;-;BAXTER HOLDING BV;039184039;BIQ;
Propofol;PROPOFOL 200MG 20ML 5 UNITA' USO PARENTERALE;UNIFOL*5 flaconcini 20 ml 10 mg/ml;22,31;13,52;-;BAXTER HOLDING BV;039184066;BIP;
Inebilizumab;INEBILIZUMAB 10ML 100MG 3 UNITA' USO PARENTERALE;UPLIZNA*3 flaconcini soluz infus 100 mg 10 ml;82548,88;50017,50;-;AMGEN EUROPE B.V.;050085012;MMY;
Eladocagene exuparvovec;ELADOCAGENE EXUPARVOVEC 2,8X10 ALL'UNDICESIMA GENOMI VETTORIALI 0,5ML USO INTRAPUTAMINALE;UPSTAZA*1 flaconcino 2,8x10 all'undicesima genomi vettoriali in 0,5 ml di soluzione;5776444,11;3500000,00;-;PTC THERAPEUTICS INTERNAT.LTD;050223015;MWL;
Urapidil;URAPIDIL 50MG 10ML 5 UNITA' USO PARENTERALE;URAPIDIL*5 fiale EV 50 mg 10 ml;8,46;5,13;-;STRAGEN NORDIC A/S;040876029;BOI;
Urapidil;URAPIDIL 50MG 10ML 5 UNITA' USO PARENTERALE;URAPIDIL*5 fiale EV 50 mg 10 ml;8,46;5,13;-;AS KALCEKS;049322023;BOI;
Urapidil;URAPIDIL 50MG 10ML 5 UNITA' USO PARENTERALE;URASAP*5 fiale EV 10 ml 50 mg/10 ml;14,14;8,57;-;INCA-PHARM Srl;040135028;BOI;
Urochinasi;UROCHINASI 1.000.000UI 5ML 1 UNITA' USO PARENTERALE;UROCHINASI*1 flacone 1.000.000 UI + 1 fiala solv 5 ml;603,88;365,90;-;EG SpA;026195139;BOO;
Urochinasi;UROCHINASI 100.000UI 2ML 1 UNITA' USO PARENTERALE;UROCHINASI*1 flacone 100.000 UI + 1 fiala solv 2 ml;75,07;45,49;-;EG SpA;026195103;BOP;
Urochinasi;UROCHINASI 25.000UI 2ML 1 UNITA' USO PARENTERALE;UROCHINASI*1 flacone 25.000 UI + 1 fiala solv 2 ml;20,63;12,50;-;EG SpA;026195091;BOQ;
Urochinasi;UROCHINASI 500.000UI 5ML 1 UNITA' USO PARENTERALE;UROCHINASI*1 flacone 500.000 UI + 1 fiala solv 5 ml;296,30;179,53;-;EG SpA;026195127;BOR;
Urochinasi;UROCHINASI 100.000UI 2ML 1 UNITA' USO PARENTERALE;UROKINASI*1 flacone 100.000 UI + 1 fiala solv 2 ml;55,32;25,15;-;PFIZER ITALIA Srl;033556010;BOP;
Ustekinumab;USTEKINUMAB 45MG 0,5ML 1 UNITA' USO PARENTERALE;UZPRUVO*1 siringa SC 45 mg 0,5 ml;2815,14;1705,73;-;STADA ARZNEIMITTEL AG;051057014;BOS;
Ustekinumab;USTEKINUMAB 90MG 1ML 1 UNITA' USO PARENTERALE;UZPRUVO*1 siringa SC 90 mg 1 ml;2815,14;1705,73;-;STADA ARZNEIMITTEL AG;051057026;BOT;
Meropenem/vaborbactam;MEROPENEM+VABORBACTAM 1G+1G 6 UNITA' USO PARENTERALE;VABOREM*6 flaconcini 1 g + 1 g polv;595,79;361,00;-;MENARINI INTERNAT. O.L.S.A;047422011;LHN;
Faricimab;FARICIMAB 6MG/DOSE 0,05ML 1 UNITA' USO INTRAVITREALE;VABYSMO*1 flaconcino per iniezione intravitreale 120 mg/ml 0,24 ml;1042,92;631,92;-;ROCHE REGISTRATION GMBH;050231012;MKN;
Vancomicina;VANCOMICINA 500MG 1 UNITA' USO PARENTERALE O ORALE;VANCOCINA AP*1 fiala orale INFUS 500 mg 10 ml;11,23;5,10;-;VANCOCIN ITALIA Srl;016334029;BPK;
Vancomicina;VANCOMICINA 1.000MG 1 UNITA' USO PARENTERALE O ORALE;VANCOMICINA*1 fiala EV orale 1 g;19,41;8,82;-;HIKMA ITALIA SpA;035004023;BPI;
Vancomicina;VANCOMICINA 500MG 1 UNITA' USO PARENTERALE O ORALE;VANCOMICINA*1 fiala EV orale 500 mg;8,58;3,90;-;HIKMA ITALIA SpA;035004011;BPK;
Vancomicina;VANCOMICINA 1.000MG 1 UNITA' USO PARENTERALE O ORALE;VANCOMICINA*1 flaconcino EV orale 1 g;15,32;9,29;-;MYLAN SpA;041220082;BPI;
Vancomicina;VANCOMICINA 500MG 1 UNITA' USO PARENTERALE O ORALE;VANCOMICINA*1 flaconcino EV orale 500 mg;6,43;3,90;-;MYLAN SpA;041220017;BPK;
Vancomicina;VANCOMICINA 1.000MG 10 UNITA' USO PARENTERALE O ORALE;VANCOMICINA*10 flaconcini EV orale 1.000 mg;129,06;78,20;-;HIKMA ITALIA SpA;035004050;ITM;
Vancomicina;VANCOMICINA 500MG 10 UNITA' USO PARENTERALE O ORALE;VANCOMICINA*10 flaconcini EV orale 500 mg;59,57;36,10;-;HIKMA ITALIA SpA;035004047;ITN;
Vancomicina;VANCOMICINA 1.000MG 1 UNITA' USO PARENTERALE O ORALE;VANCOTEX*1 fiala orale EV 1 g;14,54;8,82;-;PHARMATEX ITALIA Srl;034632024;BPI;
Vancomicina;VANCOMICINA 500MG 1 UNITA' USO PARENTERALE O ORALE;VANCOTEX*1 fiala orale EV 500 mg;6,43;3,90;-;PHARMATEX ITALIA Srl;034632012;BPK;
Quizartinib;QUIZARTINIB 17,7MG 28 UNITA' USO ORALE;VANFLYTA*28 cpr rivestite 17,7 mg;11332,01;6866,22;;DAIICHI SANKYO EUROPE GmbH;050967025;NUX;
Quizartinib;QUIZARTINIB 26,5MG 56 UNITA' USO ORALE;VANFLYTA*56 cpr rivestite 26,5 mg;22664,03;13732,44;;DAIICHI SANKYO EUROPE GmbH;050967052;NUY;
